date,Qobs_mm,Qsim_mm
1984-06-04,0.6336,0.623432327459038
1984-06-05,0.7296,0.883506650349533
1984-06-06,0.8856,0.848579554262984
1984-06-07,0.9456,1.26295664254855
1984-06-08,0.9456,0.905475310851607
1984-06-09,0.7776,1.05939681978751
1984-06-10,0.6336,0.522620248321308
1984-06-11,0.5856,0.479942418040309
1984-06-12,0.5856,1.39824347549698
1984-06-13,0.5472,0.563325988385804
1984-06-14,0.5856,0.678117549836992
1984-06-15,0.6816,0.843514629991428
1984-06-16,1.0056,0.937336886861705
1984-06-17,0.8256,0.984898095708529
1984-06-18,0.5856,0.696414239860122
1984-06-19,0.5472,0.597466339417901
1984-06-20,0.4704,0.681642428650682
1984-06-21,0.5088,0.620110805057622
1984-06-22,0.432,0.995431265345509
1984-06-23,0.3936,0.822448589698233
1984-06-24,0.3648,0.545865568881486
1984-06-25,0.3936,0.585520912525626
1984-06-26,0.3648,0.680127541657322
1984-06-27,0.3648,0.941099592078429
1984-06-28,0.3648,0.618996829462734
1984-06-29,0.3648,0.669238261682619
1984-06-30,0.8856,1.26943320061644
1984-07-01,0.5472,0.565234692015738
1984-07-02,0.4704,0.490338328803602
1984-07-03,0.4704,0.571207174838097
1984-07-04,0.432,0.815368961106345
1984-07-05,0.4704,0.76197416167648
1984-07-06,0.8256,0.885726908160188
1984-07-07,0.432,0.820265422556786
1984-07-08,0.3648,0.525942740430584
1984-07-09,0.3384,0.822944455717695
1984-07-10,0.6816,0.667272669304696
1984-07-11,0.6336,0.692614826233882
1984-07-12,0.432,0.494296003668362
1984-07-13,0.3648,0.559313174037508
1984-07-14,0.3384,1.09569992609061
1984-07-15,0.312,0.735964864260443
1984-07-16,0.2856,0.7372522222432
1984-07-17,0.2856,0.632296087441564
1984-07-18,0.2856,0.515236298128854
1984-07-19,0.3384,1.29471344935632
1984-07-20,1.0056,1.45868454371984
1984-07-21,0.7776,0.766074787952957
1984-07-22,0.6336,0.772007393444735
1984-07-23,0.4704,0.565081709887809
1984-07-24,0.5472,0.551706620397585
1984-07-25,0.5856,0.523049380041044
1984-07-26,0.5088,0.51882083992989
1984-07-27,0.5472,0.910059479365824
1984-07-28,0.4704,0.654835645160189
1984-07-29,0.3648,0.853536331977051
1984-07-30,0.3648,0.845573625203679
1984-07-31,0.3384,1.0377763022861
1984-08-01,0.312,1.03065579497821
1984-08-02,0.3384,1.02034384482648
1984-08-03,0.432,0.894259290386473
1984-08-04,0.4704,0.4940517193286
1984-08-05,0.3936,0.662724677039382
1984-08-06,0.3384,0.507961365235867
1984-08-07,0.2592,0.675199117002545
1984-08-08,0.24,0.442632384873278
1984-08-09,0.5856,0.746121355865531
1984-08-10,0.432,0.738222597741782
1984-08-11,0.312,1.13209505143889
1984-08-12,0.2592,0.520156241506613
1984-08-13,0.2592,0.921896955466573
1984-08-14,0.432,0.505812189505324
1984-08-15,0.3648,0.688180473918423
1984-08-16,1.0656,1.39118417372621
1984-08-17,0.6336,0.530676687661696
1984-08-18,0.9456,1.60699372910995
1984-08-19,0.5472,0.629200618640208
1984-08-20,0.4704,0.661976837211079
1984-08-21,0.5088,0.490343559357654
1984-08-22,0.5856,0.551511587001657
1984-08-23,0.5472,0.480874946539861
1984-08-24,0.4704,0.60389357304405
1984-08-25,0.3936,0.70757887501265
1984-08-26,0.4704,0.689497693101188
1984-08-27,0.3936,0.464748041983308
1984-08-28,0.5088,0.501204304401511
1984-08-29,0.5472,0.538591450317642
1984-08-30,0.6816,1.03726849478101
1984-08-31,0.5472,0.480072116358977
1984-09-01,0.5472,0.585961661533841
1984-09-02,0.3384,1.05734817429951
1984-09-03,0.3384,0.845881565375361
1984-09-04,0.3936,0.542448087633036
1984-09-05,0.432,0.640276055680926
1984-09-06,0.6336,0.759012772537957
1984-09-07,0.5472,0.5666951572519
1984-09-08,0.432,0.51673543494374
1984-09-09,0.432,0.696542552727603
1984-09-10,0.4704,0.668023806157844
1984-09-11,0.5472,0.889013954440603
1984-09-12,0.4704,0.637794141616469
1984-09-13,0.3936,0.892367106768508
1984-09-14,0.5088,0.722750722080674
1984-09-15,1.668,1.70307420952761
1984-09-16,0.7776,0.560508320921822
1984-09-17,0.6336,0.59697789770795
1984-09-18,0.6816,0.640631595860395
1984-09-19,0.6336,0.684207328282588
1984-09-20,0.6816,0.991548262086967
1984-09-21,0.6816,1.26664795966421
1984-09-22,0.5856,0.936028959934155
1984-09-23,0.3384,0.555367044704213
1984-09-24,0.3936,0.495949129827187
1984-09-25,0.3936,0.620776802108055
1984-09-26,0.432,0.668053078956747
1984-09-27,0.3936,0.967047569053371
1984-09-28,0.3648,0.754302264054557
1984-09-29,0.3384,0.807163652723347
1984-09-30,0.3384,0.380914229787491
1984-10-01,0.312,0.749255770486859
1984-10-02,0.2856,0.663270150108242
1984-10-03,0.2856,0.68361961933037
1984-10-04,0.2592,0.618713749400713
1984-10-05,0.2856,0.841530490069031
1984-10-06,0.2592,0.708162778831041
1984-10-07,0.24,0.447636743186427
1984-10-08,0.2592,0.594118857354505
1984-10-09,0.2856,0.89443717118222
1984-10-10,0.2856,0.519103963657502
1984-10-11,1.2,1.29719260537131
1984-10-12,1.428,1.54971048827716
1984-10-13,0.7296,0.811745635196295
1984-10-14,0.5472,0.893524160254408
1984-10-15,0.4704,0.592577598693592
1984-10-16,0.432,0.688328518955857
1984-10-17,0.3648,1.10701234292715
1984-10-18,0.3936,0.946310697420162
1984-10-19,0.3648,0.834739798488344
1984-10-20,0.3936,0.836101378547036
1984-10-21,0.3648,0.881810501026944
1984-10-22,0.3936,0.741285470891794
1984-10-23,0.4704,0.955633807475343
1984-10-24,0.5088,0.476666309700959
1984-10-25,0.4704,0.647110832565986
1984-10-26,0.5856,0.86476033873355
1984-10-27,0.5856,0.535185467889448
1984-10-28,0.8856,0.772689746137496
1984-10-29,0.6336,0.542342798614084
1984-10-30,0.6816,0.557025637997537
1984-10-31,0.6816,0.646851994854554
1984-11-01,0.4704,0.707688561667896
1984-11-02,0.6336,0.417200561206976
1984-11-03,0.6336,0.713736720888245
1984-11-04,0.4704,0.747690672468289
1984-11-05,0.4704,0.998792877900275
1984-11-06,0.4704,0.936985510040402
1984-11-07,0.432,0.662154261420477
1984-11-08,0.3936,0.4575467913294
1984-11-09,0.3648,0.7898936755482
1984-11-10,0.432,0.619743574017981
1984-11-11,0.5088,0.729770688053661
1984-11-12,0.5472,0.608063407866223
1984-11-13,0.6816,0.529078471534036
1984-11-14,0.8256,1.31318728147294
1984-11-15,0.9456,1.24275352855551
1984-11-16,1.128,1.25570730500237
1984-11-17,0.7776,1.10289678347209
1984-11-18,0.8256,0.623886944777757
1984-11-19,0.9456,1.16835874929782
1984-11-20,2.448,2.25987542362648
1984-11-21,2.544,3.16097364289206
1984-11-22,3.888,4.02171901905993
1984-11-23,4.296,5.27153998269716
1984-11-24,3.768,5.4968025701209
1984-11-25,3.36,3.53433834446566
1984-11-26,2.928,3.9497557312718
1984-11-27,2.544,1.99353765562054
1984-11-28,2.172,1.90935336492387
1984-11-29,2.088,3.18693502496177
1984-11-30,2.172,2.50267281928192
1984-12-01,2.088,1.32272915235951
1984-12-02,1.992,1.49492359473143
1984-12-03,1.992,1.99071303923523
1984-12-04,2.448,3.18112312992367
1984-12-05,2.088,2.13808607201739
1984-12-06,1.992,2.43907089319536
1984-12-07,1.908,2.5369756703229
1984-12-08,2.736,4.33505984543353
1984-12-09,4.2,4.47124622564881
1984-12-10,3.024,3.13481951781125
1984-12-11,2.928,1.99656153930003
1984-12-12,3.36,3.61534629744209
1984-12-13,2.832,2.58305299711722
1984-12-14,2.544,2.10161586988916
1984-12-15,2.448,2.45902491365181
1984-12-16,2.172,2.92805553098896
1984-12-17,1.908,1.22653099450327
1984-12-18,1.668,1.5765051599041
1984-12-19,1.5,1.62088742032276
1984-12-20,1.668,1.4056351934417
1984-12-21,1.272,1.45004510190719
1984-12-22,1.0656,1.23817848582741
1984-12-23,1.128,1.17480891649558
1984-12-24,1.0656,0.609683339796082
1984-12-25,,
1984-12-26,,
1984-12-27,,
1984-12-28,,
1984-12-29,,
1984-12-30,,
1984-12-31,,
1985-01-01,,
1985-01-02,,
1985-01-03,,
1985-01-04,,
1985-01-05,,
1985-01-06,,
1985-01-07,,
1985-01-08,,
1985-01-09,,
1985-01-10,,
1985-01-11,,
1985-01-12,,
1985-01-13,,
1985-01-14,0.6768,0.46326399253949
1985-01-15,0.972,1.02936064884853
1985-01-16,0.8712,0.958886953480754
1985-01-17,0.8208,0.900185192457447
1985-01-18,1.1592,0.938712555687144
1985-01-19,0.972,1.14758867790158
1985-01-20,0.972,1.43313058785361
1985-01-21,0.8712,1.02374508529718
1985-01-22,1.0344,0.821213830342926
1985-01-23,1.0968,1.03450784026615
1985-01-24,1.0344,1.18275210837803
1985-01-25,1.0344,0.926180660681708
1985-01-26,0.972,0.600013248243307
1985-01-27,2.856,3.72822796458795
1985-01-28,6.96,5.95800146016719
1985-01-29,5.4,4.92323935594948
1985-01-30,4.824,7.33520272894945
1985-01-31,4.824,4.18615702337713
1985-02-01,4.152,5.36886701708355
1985-02-02,3.816,2.93758179962411
1985-02-03,2.472,2.37862367651014
1985-02-04,2.088,2.15305081780164
1985-02-05,2.184,1.71978980518958
1985-02-06,2.088,1.87518756040525
1985-02-07,1.584,1.65143081363036
1985-02-08,1.512,1.87266520764467
1985-02-09,1.512,1.05741236698452
1985-02-10,1.92,1.84965405559009
1985-02-11,1.356,1.71527311817706
1985-02-12,1.584,1.45656001656901
1985-02-13,2.472,2.74500164603992
1985-02-14,2.004,2.37532008060507
1985-02-15,1.92,2.15342989075996
1985-02-16,1.92,2.36779915791062
1985-02-17,1.356,1.3814256077893
1985-02-18,1.0968,1.04011987586014
1985-02-19,1.824,0.999024607282931
1985-02-20,1.584,1.62557151904701
1985-02-21,1.428,1.66697404400701
1985-02-22,2.856,3.42136116634283
1985-02-23,3.384,3.09914911347705
1985-02-24,4.152,6.75667375798624
1985-02-25,3.816,4.29957651207545
1985-02-26,4.032,4.36734062456422
1985-02-27,3.6,5.17056722646132
1985-02-28,2.568,2.25921252100853
1985-03-01,2.28,2.14273473391579
1985-03-02,2.184,4.13815731157587
1985-03-03,1.656,1.74357125731289
1985-03-04,1.74,2.73161661402648
1985-03-05,1.824,1.34397545027079
1985-03-06,1.824,1.82743415125976
1985-03-07,2.004,2.30968496666367
1985-03-08,1.824,2.06204405302987
1985-03-09,1.74,1.42627597880286
1985-03-10,1.512,1.59514633388101
1985-03-11,0.972,0.782836607012409
1985-03-12,1.584,1.98223650236713
1985-03-13,1.512,2.07366485387097
1985-03-14,1.356,0.82323913851097
1985-03-15,1.284,1.82763690575851
1985-03-16,1.0344,0.800161195586528
1985-03-17,0.972,1.14160125978073
1985-03-18,0.72,0.89327574933173
1985-03-19,1.0344,1.03397253113368
1985-03-20,1.0344,0.926629927130493
1985-03-21,0.972,1.06304373557694
1985-03-22,0.8712,1.01941155019644
1985-03-23,0.8712,1.13735914922457
1985-03-24,0.8712,0.552144850768696
1985-03-25,0.8208,0.576638579276076
1985-03-26,1.356,2.02490753139428
1985-03-27,1.284,1.74450733896924
1985-03-28,1.1592,1.35486208793012
1985-03-29,1.428,1.78810563813584
1985-03-30,1.512,1.98983331776022
1985-03-31,1.0968,0.59811104006796
1985-04-01,0.972,1.34150510857899
1985-04-02,1.284,1.19644733782079
1985-04-03,1.584,1.7603736561469
1985-04-04,1.224,1.19511340847047
1985-04-05,1.224,1.59298693949376
1985-04-06,0.9216,0.888207268227259
1985-04-07,0.84,1.00254244151368
1985-04-08,0.768,0.733723115735777
1985-04-09,0.744,0.598498045937755
1985-04-10,0.816,1.1548232526638
1985-04-11,0.864,1.08899884131133
1985-04-12,0.888,1.42578189950499
1985-04-13,0.84,0.896545975622872
1985-04-14,0.72,0.999523761011838
1985-04-15,0.5928,1.03737020323188
1985-04-16,0.7704,0.755556221171554
1985-04-17,1.0968,0.831485791782779
1985-04-18,1.1592,1.14750382654776
1985-04-19,1.032,1.02799254684006
1985-04-20,1.008,1.09869960765527
1985-04-21,1.128,1.80551040020375
1985-04-22,0.984,0.953507994513549
1985-04-23,1.152,1.32595594532559
1985-04-24,1.56,1.54869937083841
1985-04-25,1.848,1.95019530642343
1985-04-26,1.68,1.90581825835072
1985-04-27,1.44,2.09691499009599
1985-04-28,1.392,1.50591825849233
1985-04-29,1.584,1.98230434295059
1985-04-30,1.656,2.10637121650155
1985-05-01,1.428,1.87817607892998
1985-05-02,1.356,1.23602626969982
1985-05-03,2.664,4.17531878433746
1985-05-04,2.28,2.17965407028232
1985-05-05,1.656,1.69409550173266
1985-05-06,1.428,2.11863338488692
1985-05-07,1.356,1.95807065455164
1985-05-08,1.512,1.21390800369687
1985-05-09,1.512,1.28050600066589
1985-05-10,1.284,0.965010257328373
1985-05-11,1.224,1.34405290414262
1985-05-12,0.72,0.790066887858611
1985-05-13,0.552,0.658167502880427
1985-05-14,0.8712,1.0481729904099
1985-05-15,0.8208,0.743758374406346
1985-05-16,0.8208,0.675223218200692
1985-05-17,0.8208,1.11042593475559
1985-05-18,0.8208,1.03774505730735
1985-05-19,0.6768,0.49684611568793
1985-05-20,0.5112,0.601253200023283
1985-05-21,1.1592,0.976208856471326
1985-05-22,1.0968,0.691655470665997
1985-05-23,0.7704,0.840487932585255
1985-05-24,0.5928,0.633377592259296
1985-05-25,0.48,0.643078166702118
1985-05-26,0.48,0.625204546209813
1985-05-27,0.3864,0.924712769600235
1985-05-28,0.7704,0.852531522888614
1985-05-29,0.7704,0.696428284014132
1985-05-30,0.636,0.569604586621649
1985-05-31,0.48,0.583457120204877
1985-06-01,0.9216,1.0445758493384
1985-06-02,0.552,0.49210032131092
1985-06-03,0.4488,0.475197137579304
1985-06-04,0.4488,0.800278097506436
1985-06-05,0.4488,0.6529010947161
1985-06-06,0.48,0.542666438334006
1985-06-07,0.72,0.709086585313386
1985-06-08,0.48,0.814412254985963
1985-06-09,0.4488,0.685566873087557
1985-06-10,0.3864,1.01973091886482
1985-06-11,0.3552,0.802481464074024
1985-06-12,0.3288,0.7228925407148
1985-06-13,0.5112,0.558585308645841
1985-06-14,0.8712,1.06214639640577
1985-06-15,0.4488,0.53136123447827
1985-06-16,0.3864,0.456308418961871
1985-06-17,0.3552,0.642908879112595
1985-06-18,0.3552,0.788518046132765
1985-06-19,0.3552,0.806349475554633
1985-06-20,0.3288,0.656966916879293
1985-06-21,0.4176,0.810741007707029
1985-06-22,0.4488,0.58646285524652
1985-06-23,1.1592,1.15803678061191
1985-06-24,0.5112,0.551009098044617
1985-06-25,0.5112,0.56539797386795
1985-06-26,0.4488,0.766785697535065
1985-06-27,0.4488,0.485613685926759
1985-06-28,0.3552,1.04688122229346
1985-06-29,0.3552,0.618469110056908
1985-06-30,0.3024,0.622912133336109
1985-07-01,0.276,0.835496650497803
1985-07-02,0.2496,1.13075732221911
1985-07-03,0.2232,0.442892466285582
1985-07-04,0.2232,0.933465682538954
1985-07-05,0.2232,0.538062329521675
1985-07-06,0.552,0.818588309587691
1985-07-07,0.4176,0.66340377980392
1985-07-08,0.4176,0.846090790202064
1985-07-09,0.5928,0.445328732766448
1985-07-10,0.3552,0.871802955539544
1985-07-11,0.3024,0.690943356439595
1985-07-12,0.276,0.490216094815163
1985-07-13,0.2496,0.63040775582588
1985-07-14,0.3024,0.532186482031112
1985-07-15,0.3864,0.63987146618468
1985-07-16,0.4488,0.527576375712859
1985-07-17,0.48,0.838633503438802
1985-07-18,0.3552,0.493173069843939
1985-07-19,0.3288,0.927337440476197
1985-07-20,0.276,0.819379224414717
1985-07-21,0.276,0.863219410583547
1985-07-22,0.3024,0.961561784294519
1985-07-23,0.3288,0.780878429761214
1985-07-24,0.5112,0.72824017286209
1985-07-25,5.64,4.13737779968867
1985-07-26,6.12,5.30087435518675
1985-07-27,4.728,5.37190244739544
1985-07-28,3.384,3.18462354580576
1985-07-29,1.92,2.82480309475084
1985-07-30,3.384,4.19384354788039
1985-07-31,2.088,2.23170480697147
1985-08-01,1.584,1.14740449613735
1985-08-02,2.28,2.40943437861655
1985-08-03,1.74,1.69006526782156
1985-08-04,1.584,1.62181133279309
1985-08-05,1.428,1.12090987231381
1985-08-06,1.0344,1.22802601981597
1985-08-07,0.972,0.790251529824638
1985-08-08,0.8712,0.865441620025385
1985-08-09,0.8208,0.947384171061304
1985-08-10,0.6768,0.592539160089627
1985-08-11,0.5112,0.705662376123677
1985-08-12,0.48,0.517367329969239
1985-08-13,0.4488,0.4153048765535
1985-08-14,0.48,0.684847728379333
1985-08-15,0.4488,0.72739551227754
1985-08-16,0.552,0.569082417299
1985-08-17,0.48,0.742429463725214
1985-08-18,0.3288,0.66403035950769
1985-08-19,0.3288,0.92431046785538
1985-08-20,0.3288,0.275667805392089
1985-08-21,0.3024,0.783966592146542
1985-08-22,0.276,0.616983398419218
1985-08-23,0.276,0.952860686158322
1985-08-24,0.3024,0.865967451229529
1985-08-25,0.3024,0.606336912249776
1985-08-26,0.2496,0.762817476199888
1985-08-27,0.3024,1.02698757314314
1985-08-28,0.3552,0.85765922446768
1985-08-29,0.3552,0.549086184731127
1985-08-30,0.3552,0.546294593714334
1985-08-31,0.3864,0.792286122363197
1985-09-01,0.3288,0.656617625260273
1985-09-02,0.276,0.973402947233115
1985-09-03,0.276,0.832171568933146
1985-09-04,0.2028,1.02029053507626
1985-09-05,0.2028,0.459730077192744
1985-09-06,0.1824,0.867375107565042
1985-09-07,0.1824,0.51214997525113
1985-09-08,0.1632,0.841196081578612
1985-09-09,0.1428,0.35915963651191
1985-09-10,0.1428,0.528190854128878
1985-09-11,0.1428,0.748234882283427
1985-09-12,0.1428,0.601841016450466
1985-09-13,0.1632,0.557269589070548
1985-09-14,0.1428,1.00223529860593
1985-09-15,0.1224,0.64263650216413
1985-09-16,0.102,0.261838427414872
1985-09-17,0.102,0.0834103730105528
1985-09-18,0.276,0.764104909174794
1985-09-19,0.2496,0.76321954280953
1985-09-20,0.2028,0.695684162048011
1985-09-21,0.9216,1.61774544091472
1985-09-22,0.5112,0.51513159100422
1985-09-23,0.4176,0.449565157117364
1985-09-24,0.276,0.924759268339183
1985-09-25,0.2232,0.645307208724918
1985-09-26,0.2028,0.864779673780945
1985-09-27,0.2028,0.436620370472051
1985-09-28,0.1824,0.990842141446554
1985-09-29,0.1632,0.755341018110016
1985-09-30,0.2232,0.752705840596681
1985-10-01,0.1824,0.33086175173341
1985-10-02,0.2028,0.807238438951156
1985-10-03,0.2028,0.65569373987269
1985-10-04,0.1824,0.504001666189221
1985-10-05,0.1824,0.467125611905845
1985-10-06,0.2028,0.625379472487504
1985-10-07,0.1824,0.612031673325478
1985-10-08,0.1632,0.742557855053655
1985-10-09,0.1632,0.656101942327329
1985-10-10,0.1632,0.457762553173761
1985-10-11,0.1632,0.582247797559618
1985-10-12,0.1632,0.498419773575659
1985-10-13,0.48,0.642895168385385
1985-10-14,0.72,0.880889809000525
1985-10-15,0.9216,0.677127523309652
1985-10-16,0.72,0.853676445302776
1985-10-17,,
1985-10-18,,
1985-10-19,,
1985-10-20,,
1985-10-21,,
1985-10-22,,
1985-10-23,,
1985-10-24,,
1985-10-25,,
1985-10-26,,
1985-10-27,0.72,0.765161989020171
1985-10-28,0.8208,0.906797282230313
1985-10-29,0.8712,0.880711058604057
1985-10-30,0.8208,0.991878549486475
1985-10-31,0.7704,1.03922127692286
1985-11-01,0.8208,0.759137348035125
1985-11-02,0.7704,0.753259964617488
1985-11-03,0.7704,0.893368441679583
1985-11-04,0.7704,0.707553447951576
1985-11-05,0.9216,0.989762984850825
1985-11-06,2.568,1.6634679950858
1985-11-07,1.284,1.0232953339491
1985-11-08,0.972,0.736037408671057
1985-11-09,1.0968,0.933337962579684
1985-11-10,1.0344,0.915692784549543
1985-11-11,0.972,1.12138713880978
1985-11-12,1.1592,1.55013000078904
1985-11-13,1.0344,0.908037443058423
1985-11-14,1.284,1.05477578291683
1985-11-15,1.656,1.345424914015
1985-11-16,1.428,1.35389378476244
1985-11-17,1.356,1.34242212124271
1985-11-18,1.0344,1.22349175712642
1985-11-19,1.224,1.18743803975694
1985-11-20,1.284,0.808159065244985
1985-11-21,1.224,1.25659034247014
1985-11-22,1.224,1.72154961649774
1985-11-23,1.1592,1.63218387093405
1985-11-24,1.0344,0.894376298775253
1985-11-25,1.0344,0.741955143450436
1985-11-26,1.284,2.46945101793216
1985-11-27,1.224,1.23481775264106
1985-11-28,1.0968,1.12434262821565
1985-11-29,2.664,3.10239060855436
1985-11-30,2.184,1.54116455351205
1985-12-01,1.74,1.52710330296761
1985-12-02,1.512,1.08647083348177
1985-12-03,1.656,1.4660049724944
1985-12-04,1.92,2.07586625338501
1985-12-05,2.376,1.78280662637904
1985-12-06,2.856,3.46765351036105
1985-12-07,3.072,3.46378340782603
1985-12-08,3.48,2.92468277593708
1985-12-09,5.064,5.62191711590175
1985-12-10,4.728,5.9684394501865
1985-12-11,4.368,5.95576104699624
1985-12-12,3.816,3.80222062280361
1985-12-13,3.696,3.79235046813533
1985-12-14,4.824,4.95820019298244
1985-12-15,6.24,9.34356654198931
1985-12-16,5.88,8.14466318754654
1985-12-17,4.824,6.22043937021834
1985-12-18,5.304,5.18879851701878
1985-12-19,4.368,5.02786359479863
1985-12-20,3.912,4.53641628022344
1985-12-21,3.816,3.10033885614305
1985-12-22,3.072,2.10765229475248
1985-12-23,3.264,4.01394852025387
1985-12-24,18.72,13.4884634492083
1985-12-25,12.36,12.9833812609928
1985-12-26,9.144,10.2113952560183
1985-12-27,7.8,9.40978126602017
1985-12-28,7.2,7.92095553293678
1985-12-29,5.4,4.73388092373326
1985-12-30,4.728,6.32908777334202
1985-12-31,4.488,7.23033171626611
